id;name;animation_time_0;animation_time_1;animation_time_2;animation_time_3;animation_time_4;animation_time_5;animation_time_6;animation_time_7;animation_time_8;height;model_height;km_buddy_distance;weight;model_scale;max_cp;cylinder_ground;cylinder_radius;disk_radius;jhi_key;cinematic_moves_id;base_attack;base_defense;base_stamina
173;Quilava;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.46;3;7.9;1.4;980;0.35;;;;CYNDAQUIL;;116;93;118
174;Typhlosion;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;1.06;3;19;0.98;1653;0.5;;;;QUILAVA;;158;126;151
175;Totodile;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.69;3;79.5;0.8;2889;0.7;;;;TYPHLOSION;;223;173;186
176;Croconaw;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.57;3;9.5;1.27;1131;0.37;;;;TOTODILE;;117;109;137
177;Feraligatr;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.05;3;25;0.98;1722;0.45;;;;CROCONAW;;150;142;163
178;Sentret;1.3333;0.6667;1.6667;2;0;2;3;3;2.31;2.05;3;88.8;0.73;2857;1.25;;;;FERALIGATR;;205;188;198
179;Furret;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.72;1;6;1.15;618;0.37;;;;SENTRET;;79;73;111
180;Hoothoot;1.3333;0.6667;1.6667;2;0;2;3;3;1.8;0.83;1;32.5;1.08;1758;0.5;;;;FURRET;;148;125;198
181;Noctowl;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.7;1;21.2;1.17;677;0.5;;;;HOOTHOOT;;67;88;155
182;Ledyba;1.3333;0.6667;1.6667;2;0;2;3;3;1.6;1.64;1;40.8;0.81;2024;1;;;;NOCTOWL;;145;156;225
183;Ledian;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1.18;1;10.8;0.93;728;0.5;;;;LEDYBA;;72;118;120
184;Spinarak;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.4;1;35.6;0.87;1346;0.42;;;;LEDIAN;;107;179;146
185;Ariados;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.52;1;8.5;1.32;816;0.3;;;;SPINARAK;;105;73;120
186;Crobat;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.03;1;33.5;1.02;1772;0.5;;;;ARIADOS;;161;124;172
187;Chinchou;1.3333;0.6667;1.6667;2;0;2;3;3;1.8;2.65;1;75;0.66;2646;1.25;;;;CROBAT;;194;178;198
188;Lanturn;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.6;3;12;1.25;1119;0.5;;;;CHINCHOU;;106;97;181
189;Pichu;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.4;3;22.5;0.87;2085;0.5;;;;LANTURN;;146;137;268
190;Cleffa;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.37;1;2;1.53;473;0.2;;;;PICHU;;77;53;85
191;Igglybuff;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.3;1;3;1.68;671;0.2;;;;CLEFFA;;75;79;137
192;Togepi;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.33;1;1;1.61;535;0.2;;;;IGGLYBUFF;;69;32;207
193;Togetic;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.3;3;1.5;1.68;657;0.2;;;;TOGEPI;;67;116;111
194;Natu;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;3;3.2;1.25;1708;0.3;;;;TOGETIC;;139;181;146
195;Xatu;1.3333;0.6667;1.6667;2;0;2;3;3;0.2;0.2;3;2;2;1102;0.2;;;;NATU;;134;89;120
196;Mareep;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.65;3;15;0.81;2188;1;;;;XATU;;192;146;163
197;Flaaffy;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;5;7.8;1.25;991;0.45;;;;MAREEP;;114;79;146
198;Ampharos;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.8;5;13.3;1.1;1521;0.37;;;;FLAAFFY;;145;109;172
199;Bellossom;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.48;5;61.5;0.84;2852;0.49;;;;AMPHAROS;;211;169;207
200;Marill;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;5.8;1.48;2281;0.25;;;;BELLOSSOM;;169;186;181
201;Azumarill;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.41;3;8.5;1.47;461;0.3;;;;MARILL;;37;93;172
202;Sudowoodo;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.72;3;28.5;1.15;1588;0.48;;;;AZUMARILL;;112;152;225
203;Politoed;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.2;5;38;0.92;2148;0.5;;;;SUDOWOODO;;167;176;172
204;Hoppip;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.1;3;33.9;0.96;2449;0.6;;;;POLITOED;;174;179;207
205;Skiploom;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.82;3;0.5;1.09;600;0.6;;;;HOPPIP;;67;94;111
206;Jumpluff;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.68;3;1;1.18;976;0.6;;;;SKIPLOOM;;91;120;146
207;Aipom;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.75;3;3;1.13;1636;0.45;;;;JUMPLUFF;;118;183;181
208;Sunkern;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.8;3;11.5;1.1;1348;0.45;;;;AIPOM;;136;112;146
209;Sunflora;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.3;3;1.8;1.68;395;0.15;;;;SUNKERN;;55;55;102
210;Yanma;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.76;3;8.5;1.13;2141;0.4;;;;SUNFLORA;;185;135;181
211;Wooper;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.13;3;38;0.95;1470;0.7;;;;YANMA;;154;94;163
212;Quagsire;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;8.5;1.48;641;0.3;;;;WOOPER;;75;66;146
213;Espeon;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.4;3;75;0.87;1992;0.6;;;;QUAGSIRE;;152;143;216
214;Umbreon;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;0.76;5;26.5;1.16;3170;0.4;;;;ESPEON;;261;175;163
215;Murkrow;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1;5;27;1.03;2137;0.4;;;;UMBREON;;126;240;216
216;Slowking;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;3;2.1;1.35;1562;0.3;;;;MURKROW;;175;87;155
217;Misdreavus;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;2;3;79.5;0.74;2545;0.75;;;;SLOWKING;;177;180;216
218;Unown;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.63;3;1;1.22;1926;0.45;;;;MISDREAVUS;;167;154;155
219;Wobbuffet;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;5;5;1.35;1185;0.35;;;;UNOWN;;136;91;134
220;Girafarig;1.3333;0.6667;1.6667;2;0;2;3;3;1.3;1.3;3;28.5;0.89;1026;0.7;;;;WOBBUFFET;;60;106;382
221;Pineco;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.5;3;41.5;0.84;2046;0.85;;;;GIRAFARIG;;182;133;172
222;Forretress;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;5;7.2;1.25;1108;0.3;;;;PINECO;;108;122;137
223;Dunsparce;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.2;5;125.8;0.92;2282;0.9;;;;FORRETRESS;;161;205;181
224;Gligar;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.5;3;14;0.84;1689;0.8;;;;DUNSPARCE;;131;128;225
225;Steelix;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.07;5;64.8;0.97;1857;0.6;;;;GLIGAR;;143;184;163
226;Snubbull;1.3333;0.6667;1.6667;2;0;2;3;3;9.19;7.26;5;400;0.43;2414;4;;;;STEELIX;;148;272;181
227;Granbull;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.66;3;7.8;1.2;1237;0.45;;;;SNUBBULL;;137;85;155
228;Qwilfish;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.4;3;48.7;0.87;2552;0.8;;;;GRANBULL;;212;131;207
229;Scizor;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;3;3.9;1.35;2051;0.55;;;;QWILFISH;;184;138;163
230;Shuckle;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;1.91;5;125;0.76;3001;0.8;;;;SCIZOR;;236;181;172
231;Heracross;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;3;20.5;1.25;405;0.5;;;;SHUCKLE;;17;396;85
232;Sneasel;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.5;3;54;0.84;3101;1;;;;HERACROSS;;234;179;190
233;Teddiursa;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;0.8;3;28;1.1;2051;0.42;;;;SNEASEL;;189;146;146
234;Ursaring;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;3;8.8;1.25;1328;0.35;;;;TEDDIURSA;;142;93;155
235;Slugma;1.3333;0.6667;1.6667;2;0;2;3;3;1.8;1.8;3;125.8;0.78;2945;1;;;;URSARING;;236;144;207
236;Magcargo;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.66;1;35;1.2;895;0.45;;;;SLUGMA;;118;71;120
237;Swinub;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.78;1;55;1.11;1702;0.6;;;;MAGCARGO;;139;191;137
238;Piloswine;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;6.5;1.48;741;0.4;;;;SWINUB;;90;69;137
239;Corsola;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.1;3;55.8;0.96;2345;0.7;;;;PILOSWINE;;181;138;225
240;Remoraid;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;3;5;1.25;1378;0.37;;;;CORSOLA;;118;156;146
241;Octillery;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.55;1;12;1.29;912;0.32;;;;REMORAID;;127;69;111
242;Delibird;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;0.92;1;28.5;1.04;2315;0.75;;;;OCTILLERY;;197;141;181
243;Mantine;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;0.9;5;16;1.1;1094;0.45;;;;DELIBIRD;;128;90;128
244;Skarmory;1.3333;0.6667;1.6667;2;0;2;3;3;2.11;2.1;5;220;0.73;2108;1;;;;MANTINE;;148;226;163
245;Houndour;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.84;5;50.5;0.77;2108;1;;;;SKARMORY;;148;226;163
246;Houndoom;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;3;10.8;1.25;1234;0.4;;;;HOUNDOUR;;152;83;128
247;Kingdra;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.25;3;35;0.91;2635;0.8;;;;HOUNDOOM;;224;144;181
248;Phanpy;1.3333;0.6667;1.6667;2;0;2;3;3;1.8;1.8;3;152;0.78;2641;0.85;;;;KINGDRA;;194;194;181
249;Donphan;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;3;33.5;1.35;1206;0.4;;;;PHANPY;;107;98;207
250;Porygon2;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.02;3;120;0.99;3013;1;;;;DONPHAN;;214;185;207
251;Stantler;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.61;3;32.5;1.24;2711;0.5;;;;PORYGON2;;198;180;198
252;Smeargle;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.4;3;71.2;0.87;2164;0.6;;;;STANTLER;;192;131;177
253;Tyrogue;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.2;3;58;0.92;431;0.6;;;;SMEARGLE;;40;83;146
254;Hitmontop;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.7;5;21;1.17;492;0.33;;;;TYROGUE;;64;64;111
255;Smoochum;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.3;5;48;0.89;2156;0.8;;;;HITMONTOP;;173;207;137
256;Elekid;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.48;5;6;1.37;1291;0.25;;;;SMOOCHUM;;153;91;128
257;Magby;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;5;23.5;1.25;1206;0.45;;;;ELEKID;;135;101;128
258;Miltank;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.7;5;21.4;1.17;1323;0.4;;;;MAGBY;;151;99;128
259;Blissey;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.2;5;75.5;0.92;2354;0.7;;;;MILTANK;;157;193;216
260;Raikou;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.5;5;46.8;0.84;2757;1;;;;BLISSEY;;129;169;496
261;Entei;1.3333;0.6667;1.6667;2;0;2;3;3;1.91;1.8;20;178;0.78;3452;1.2;;;;RAIKOU;;241;195;207
262;Suicune;1.3333;0.6667;1.6667;2;0;2;3;3;2.11;2.1;20;198;0.73;3473;1.25;;;;ENTEI;;235;171;251
263;Larvitar;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;2.1;20;187;0.73;2983;1.25;;;;SUICUNE;;180;235;225
264;Pupitar;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.61;5;72;1.24;1040;0.35;;;;LARVITAR;;115;93;137
265;Tyranitar;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.2;5;152;0.92;1766;0.5;;;;PUPITAR;;155;133;172
266;Lugia;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;2;5;202;0.74;3834;1;;;;TYRANITAR;;251;207;225
267;Ho-Oh;1.3333;0.6667;1.6667;2;0;2;3;3;5.21;4.85;20;216;0.42;3703;3;;;;LUGIA;;193;310;235
268;Celebi;1.3333;0.6667;1.6667;2;0;2;3;3;3.81;5.26;20;199;0.53;3863;4;;;;HO_OH;;239;244;214
269;Treecko;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.65;20;5;1.2;3265;0.4;;;;CELEBI;;210;210;225
270;Grovyle;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;3;5;1.35;1053;0.3;;;;TREECKO;;124;94;120
271;Sceptile;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;0.82;3;21.6;1.09;1673;0.7;;;;GROVYLE;;172;120;137
272;Torchic;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.7;3;52.2;0.8;2757;1;;;;SCEPTILE;;223;169;172
273;Combusken;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;2.5;1.48;1093;0.5;;;;TORCHIC;;130;87;128
274;Blaziken;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;0.94;3;19.5;1.03;1652;0.7;;;;COMBUSKEN;;163;115;155
275;Mudkip;1.3333;0.6667;1.6667;2;0;2;3;3;1.91;1.76;3;52;0.78;2848;1;;;;BLAZIKEN;;240;141;190
276;Marshtomp;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;7.6;1.48;1128;0.5;;;;MUDKIP;;126;93;137
277;Swampert;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.7;3;28;1.17;1776;0.7;;;;MARSHTOMP;;156;133;172
278;Poochyena;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.8;3;81.9;0.78;2974;1.2;;;;SWAMPERT;;208;175;225
279;Mightyena;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;1;13.6;1.35;678;0.45;;;;POOCHYENA;;96;61;111
280;Zigzagoon;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1;1;37;1;1926;0.9;;;;MIGHTYENA;;171;132;172
281;Linoone;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;1.1;1;17.5;0.96;508;0.8;;;;ZIGZAGOON;;58;80;116
282;Wurmple;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;1.8;1;32.5;0.78;1662;1;;;;LINOONE;;142;128;186
283;Silcoon;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.22;1;3.6;1.92;578;0.3;;;;WURMPLE;;75;59;128
284;Beautifly;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.39;1;10;1.5;553;0.4;;;;SILCOON;;60;77;137
285;Cascoon;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1.12;1;28.4;0.95;1765;1;;;;BEAUTIFLY;;189;98;155
286;Dustox;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.46;1;11.5;1.4;553;0.4;;;;CASCOON;;60;77;137
287;Lotad;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.3;1;31.6;0.89;1224;1;;;;DUSTOX;;98;162;155
288;Lombre;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.4074074;3;2.6;1.1;598;0.8;;;;LOTAD;;71;77;120
289;Ludicolo;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.1086956;3;32.5;0.85;1197;1;;;;LOMBRE;;112;119;155
290;Seedot;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.9642857;3;55;1.1;2323;1;;;;LUDICOLO;;173;176;190
291;Nuzleaf;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;3;4;1.35;598;0.4;;;;SEEDOT;;71;77;120
292;Shiftry;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1;3;28;1;1227;0.7;;;;NUZLEAF;;134;78;172
293;Taillow;1.3333;0.6667;1.6667;2;0;2;3;3;1.3;1.2782608;3;59.6;0.98;2333;1.2;;;;SHIFTRY;;200;121;207
294;Swellow;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.3;1;2.3;1.68;765;0.4;;;;TAILLOW;;106;61;120
295;Wingull;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;1.21;1;19.8;0.92;1920;1.1;;;;SWELLOW;;185;124;155
296;Pelipper;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;1.7341464;3;9.5;0.9;765;0.9;;;;WINGULL;;106;61;120
297;Ralts;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;2.5828571;3;28;0.8;2127;1.3;;;;PELIPPER;;175;174;155
298;Kirlia;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;5;6.6;1.48;539;0.3;;;;RALTS;;79;59;99
299;Gardevoir;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.94545454;5;20.2;1.3;966;0.4;;;;KIRLIA;;117;90;116
300;Surskit;1.3333;0.6667;1.6667;2;0;2;3;3;1.6;1.7341464;5;48.4;0.9;3093;0.8;;;;GARDEVOIR;;237;195;169
301;Masquerain;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;1;1.7;1.35;791;0.7;;;;SURSKIT;;93;87;120
302;Shroomish;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.75;1;3.6;1.13;2270;0.8;;;;MASQUERAIN;;192;150;172
303;Breloom;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;4.5;1.48;810;0.6;;;;SHROOMISH;;74;110;155
304;Slakoth;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.2604166;3;39.2;1.1;2628;0.9;;;;BRELOOM;;241;144;155
305;Vigoroth;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.8;5;24;1.1;1002;0.8;;;;SLAKOTH;;104;92;155
306;Slaking;1.3333;0.6667;1.6667;2;0;2;3;3;1.4;1.5;5;46.5;0.84;1968;1;;;;VIGOROTH;;159;145;190
307;Nincada;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;2.589041;5;130.5;0.9;4431;1.4;;;;SLAKING;;290;166;284
308;Ninjask;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5555556;5;5.5;1.5;768;0.4;;;;NINCADA;;80;126;104
309;Shedinja;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.81391305;5;12;1.3;1942;0.5;;;;NINJASK;;196;112;156
310;Whismur;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.8449074;5;1.2;1.25;393;0.5;;;;SHEDINJA;;153;73;1
311;Loudred;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;1;16.3;1.25;671;0.7;;;;WHISMUR;;92;42;162
312;Exploud;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1;1;40.5;1;1327;0.8;;;;LOUDRED;;134;81;197
313;Makuhita;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.5;1;84;0.84;2347;1;;;;EXPLOUD;;179;137;232
314;Hariyama;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1;3;86.4;1;817;0.7;;;;MAKUHITA;;99;54;176
315;Azurill;1.3333;0.6667;1.6667;2;0;2;3;3;2.31;2.3;3;253.8;0.7;2829;3;;;;HARIYAMA;;209;114;302
316;Nosepass;1.3333;0.6667;1.6667;2;0;2;3;3;0.2;0.31;3;2;1.65;364;0.3;;;;AZURILL;;36;71;137
317;Skitty;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1;3;97;1;993;0.8;;;;NOSEPASS;;82;215;102
318;Delcatty;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;3;11;1.25;739;0.5;;;;SKITTY;;84;79;137
319;Sableye;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.2604166;3;32.6;1.1;1496;0.8;;;;DELCATTY;;132;127;172
320;Mawile;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.5;5;11;1.35;1476;0.5;;;;SABLEYE;;141;136;137
321;Aron;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.62;5;11.5;1.23;1634;1;;;;MAWILE;;155;141;137
322;Lairon;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;1;60;1.48;1307;0.5;;;;ARON;;121;141;137
323;Aggron;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;0.9;1;120;1.05;2056;1;;;;LAIRON;;158;198;155
324;Meditite;1.3333;0.6667;1.6667;2;0;2;3;3;2.11;2.2;1;360;0.71;3000;2;;;;AGGRON;;198;257;172
325;Medicham;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.57;3;11.2;1.27;693;0.4;;;;MEDITITE;;78;107;102
326;Electrike;1.3333;0.6667;1.6667;2;0;2;3;3;1.3;1.5113636;3;31.5;1;1431;0.7;;;;MEDICHAM;;121;152;155
327;Manectric;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;1.02;3;15.2;0.99;965;0.75;;;;ELECTRIKE;;123;78;120
328;Plusle;1.3333;0.6667;1.6667;2;0;2;3;3;1.5;1.6091954;3;40.2;1;2340;1;;;;MANECTRIC;;215;127;172
329;Minun;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;4.2;1.48;1778;0.3;;;;PLUSLE;;167;129;155
330;Volbeat;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4;3;4.2;1.48;1694;0.3;;;;MINUN;;147;150;155
331;Illumise;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.7;3;17.7;1.17;1771;0.6;;;;VOLBEAT;;143;166;163
332;Roselia;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.6;3;17.7;1.25;1771;0.6;;;;ILLUMISE;;143;166;163
333;Gulpin;1.3333;0.6667;1.6667;2;0;2;3;3;0.3;0.35714287;3;2;2;1870;0.2;;;;ROSELIA;;186;131;137
334;Swalot;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.55;1;10.3;1.29;866;0.5;;;;GULPIN;;80;99;172
335;Carvanha;1.3333;0.6667;1.6667;2;0;2;3;3;1.7;1.7;1;80;0.8;1978;1.4;;;;SWALOT;;140;159;225
336;Sharpedo;1.3333;0.6667;1.6667;2;0;2;3;3;0.79;0.86;3;20.8;1.07;1020;0.8;;;;CARVANHA;;171;39;128
337;Wailmer;1.3333;0.6667;1.6667;2;0;2;3;3;1.8;1.35;3;88.8;0.88;2181;1.2;;;;SHARPEDO;;243;83;172
338;Wailord;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;1.654054;1;130;0.6;1468;2;;;;WAILMER;;136;68;277
339;Numel;1.3333;0.6667;1.6667;2;0;2;3;3;14.5;7;1;398;0.18;2280;10;;;;WAILORD;;175;87;347
340;Camerupt;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.7;3;24;1.17;1057;0.6;;;;NUMEL;;119;79;155
341;Torkoal;1.3333;0.6667;1.6667;2;0;2;3;3;1.91;1.8461539;3;220;0.8;2193;1.5;;;;CAMERUPT;;194;136;172
342;Spoink;1.3333;0.6667;1.6667;2;0;2;3;3;0.51;0.82;3;80.4;1.09;2093;0.7;;;;TORKOAL;;151;203;172
343;Grumpig;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.768;1;30.6;1.6;1334;0.5;;;;SPOINK;;125;122;155
344;Spinda;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;1.1490566;1;71.5;1.4;2369;0.8;;;;GRUMPIG;;171;188;190
345;Trapinch;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.05;3;5;0.98;1220;0.7;;;;SPINDA;;116;116;155
346;Vibrava;1.3333;0.6667;1.6667;2;0;2;3;3;0.71;0.65;5;15;1.2;1274;0.5;;;;TRAPINCH;;162;78;128
347;Flygon;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.1;5;15.3;0.96;1225;1;;;;VIBRAVA;;134;99;137
348;Cacnea;1.3333;0.6667;1.6667;2;0;2;3;3;2.01;2.0869565;5;82;0.6;2661;2;;;;FLYGON;;205;168;190
349;Cacturne;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.43;3;51.3;1.44;1242;0.6;;;;CACNEA;;156;74;137
350;Swablu;1.3333;0.6667;1.6667;2;0;2;3;3;1.3;1.3736264;3;77.4;1;2298;0.8;;;;CACTURNE;;221;115;172
351;Altaria;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;1.39;1;1.2;0.87;824;0.8;;;;SWABLU;;76;132;128
352;Zangoose;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;2.17;1;20.6;0.72;2004;1.3;;;;ALTARIA;;141;201;181
353;Seviper;1.3333;0.6667;1.6667;2;0;2;3;3;1.3;1.35;3;40.3;0.88;2418;1;;;;ZANGOOSE;;222;124;177
354;Lunatone;1.3333;0.6667;1.6667;2;0;2;3;3;2.69;1.8344444;3;52.5;1.3;2105;0.9;;;;SEVIPER;;196;118;177
355;Solrock;1.3333;0.6667;1.6667;2;0;2;3;3;0.99;1;3;168;1;2327;0.8;;;;LUNATONE;;178;153;207
356;Barboach;1.3333;0.6667;1.6667;2;0;2;3;3;1.19;1.2;3;154;0.92;2327;1;;;;SOLROCK;;178;153;207
357;Whiscash;1.3333;0.6667;1.6667;2;0;2;3;3;0.41;0.4864865;1;1.9;1.8;819;0.4;;;;BARBOACH;;93;82;137
358;Corphish;1.3333;0.6667;1.6667;2;0;2;3;3;0.89;1.1142857;1;23.6;1.3;2075;0.6;;;;WHISCASH;;151;141;242
359;Crawdaunt;1.3333;0.6667;1.6667;2;0;2;3;3;0.61;0.56;3;11.5;1.28;1230;0.5;;;;CORPHISH;;141;99;125
360;Baltoy;1.3333;0.6667;1.6667;2;0;2;3;3;1.09;1.2;3;32.8;0.92;2474;1.2;;;;CRAWDAUNT;;224;142;160
